Mod:Item:MetaData, Localized Name
gregtech:gt.meta.toolHeadRawChisel:920, oredict.toolHeadRawChiselUranium.name
gregtech:gt.meta.toolHeadRawChisel:921, oredict.toolHeadRawChiselUranium235.name
gregtech:gt.meta.toolHeadRawChisel:940, oredict.toolHeadRawChiselPlutonium.name
gregtech:gt.meta.toolHeadRawChisel:943, oredict.toolHeadRawChiselPlutonium241.name
gregtech:gt.meta.toolHeadRawChisel:945, oredict.toolHeadRawChiselPlutonium243.name
gregtech:gt.meta.toolHeadRawChisel:950, oredict.toolHeadRawChiselAmericium.name
gregtech:gt.meta.toolHeadRawChisel:951, oredict.toolHeadRawChiselAmericium241.name
gregtech:gt.meta.toolHeadRawChisel:1260, oredict.toolHeadRawChiselTrinium.name
gregtech:gt.meta.toolHeadRawChisel:1520, oredict.toolHeadRawChiselVibranium.name
gregtech:gt.meta.toolHeadRawChisel:1740, oredict.toolHeadRawChiselNaquadah.name
gregtech:gt.meta.toolHeadRawChisel:1741, oredict.toolHeadRawChiselNaquadahEnriched.name
gregtech:gt.meta.toolHeadRawChisel:1742, oredict.toolHeadRawChiselNaquadria.name
gregtech:gt.meta.toolHeadRawChisel:2220, oredict.toolHeadRawChiselAdamantium.name
gregtech:gt.meta.toolHeadRawChisel:8300, oredict.toolHeadRawChiselDiamond.name
gregtech:gt.meta.toolHeadRawChisel:8301, oredict.toolHeadRawChiselEmerald.name
gregtech:gt.meta.toolHeadRawChisel:8302, oredict.toolHeadRawChiselRuby.name
gregtech:gt.meta.toolHeadRawChisel:8303, oredict.toolHeadRawChiselBalasRuby.name
gregtech:gt.meta.toolHeadRawChisel:8304, oredict.toolHeadRawChiselSapphire.name
gregtech:gt.meta.toolHeadRawChisel:8305, oredict.toolHeadRawChiselGreenSapphire.name
gregtech:gt.meta.toolHeadRawChisel:8306, oredict.toolHeadRawChiselTopaz.name
gregtech:gt.meta.toolHeadRawChisel:8307, oredict.toolHeadRawChiselBlueTopaz.name
gregtech:gt.meta.toolHeadRawChisel:8308, oredict.toolHeadRawChiselTanzanite.name
gregtech:gt.meta.toolHeadRawChisel:8309, oredict.toolHeadRawChiselJasper.name
gregtech:gt.meta.toolHeadRawChisel:8310, oredict.toolHeadRawChiselAmber.name
gregtech:gt.meta.toolHeadRawChisel:8311, oredict.toolHeadRawChiselOlivine.name
gregtech:gt.meta.toolHeadRawChisel:8312, oredict.toolHeadRawChiselOpal.name
gregtech:gt.meta.toolHeadRawChisel:8313, oredict.toolHeadRawChiselAmethyst.name
gregtech:gt.meta.toolHeadRawChisel:8314, oredict.toolHeadRawChiselOrangeSapphire.name
gregtech:gt.meta.toolHeadRawChisel:8315, oredict.toolHeadRawChiselYellowSapphire.name
gregtech:gt.meta.toolHeadRawChisel:8316, oredict.toolHeadRawChiselVinteum.name
gregtech:gt.meta.toolHeadRawChisel:8320, oredict.toolHeadRawChiselNetherStar.name
gregtech:gt.meta.toolHeadRawChisel:8322, oredict.toolHeadRawChiselCraponite.name
gregtech:gt.meta.toolHeadRawChisel:8323, oredict.toolHeadRawChiselAquamarine.name
gregtech:gt.meta.toolHeadRawChisel:8324, oredict.toolHeadRawChiselMorganite.name
gregtech:gt.meta.toolHeadRawChisel:8325, oredict.toolHeadRawChiselDioptase.name
gregtech:gt.meta.toolHeadRawChisel:8326, oredict.toolHeadRawChiselSpinel.name
gregtech:gt.meta.toolHeadRawChisel:8328, oredict.toolHeadRawChiselBlueSapphire.name
gregtech:gt.meta.toolHeadRawChisel:8342, oredict.toolHeadRawChiselFirestone.name
gregtech:gt.meta.toolHeadRawChisel:8343, oredict.toolHeadRawChiselForce.name
gregtech:gt.meta.toolHeadRawChisel:8346, oredict.toolHeadRawChiselNetherQuartz.name
gregtech:gt.meta.toolHeadRawChisel:8347, oredict.toolHeadRawChiselCertusQuartz.name
gregtech:gt.meta.toolHeadRawChisel:8348, oredict.toolHeadRawChiselChargedCertusQuartz.name
gregtech:gt.meta.toolHeadRawChisel:8352, oredict.toolHeadRawChiselInfusedAir.name
gregtech:gt.meta.toolHeadRawChisel:8353, oredict.toolHeadRawChiselInfusedFire.name
gregtech:gt.meta.toolHeadRawChisel:8354, oredict.toolHeadRawChiselInfusedEarth.name
gregtech:gt.meta.toolHeadRawChisel:8355, oredict.toolHeadRawChiselInfusedWater.name
gregtech:gt.meta.toolHeadRawChisel:8356, oredict.toolHeadRawChiselInfusedEntropy.name
gregtech:gt.meta.toolHeadRawChisel:8357, oredict.toolHeadRawChiselInfusedOrder.name
gregtech:gt.meta.toolHeadRawChisel:8600, oredict.toolHeadRawChiselElectrum.name
gregtech:gt.meta.toolHeadRawChisel:8601, oredict.toolHeadRawChiselSterlingSilver.name
gregtech:gt.meta.toolHeadRawChisel:8602, oredict.toolHeadRawChiselRoseGold.name
gregtech:gt.meta.toolHeadRawChisel:8603, oredict.toolHeadRawChiselAngmallen.name
gregtech:gt.meta.toolHeadRawChisel:8606, oredict.toolHeadRawChiselGildedIron.name
gregtech:gt.meta.toolHeadRawChisel:8610, oredict.toolHeadRawChiselBronze.name
gregtech:gt.meta.toolHeadRawChisel:8611, oredict.toolHeadRawChiselBlackBronze.name
gregtech:gt.meta.toolHeadRawChisel:8612, oredict.toolHeadRawChiselBismuthBronze.name
gregtech:gt.meta.toolHeadRawChisel:8613, oredict.toolHeadRawChiselHepatizon.name
gregtech:gt.meta.toolHeadRawChisel:8620, oredict.toolHeadRawChiselBrass.name
gregtech:gt.meta.toolHeadRawChisel:8621, oredict.toolHeadRawChiselCobaltBrass.name
gregtech:gt.meta.toolHeadRawChisel:8622, oredict.toolHeadRawChiselAluminiumAlloy.name
gregtech:gt.meta.toolHeadRawChisel:8630, oredict.toolHeadRawChiselSteel.name
gregtech:gt.meta.toolHeadRawChisel:8631, oredict.toolHeadRawChiselBlackSteel.name
gregtech:gt.meta.toolHeadRawChisel:8632, oredict.toolHeadRawChiselRedSteel.name
gregtech:gt.meta.toolHeadRawChisel:8633, oredict.toolHeadRawChiselBlueSteel.name
gregtech:gt.meta.toolHeadRawChisel:8634, oredict.toolHeadRawChiselDamascusSteel.name
gregtech:gt.meta.toolHeadRawChisel:8635, oredict.toolHeadRawChiselTungstensteel.name
gregtech:gt.meta.toolHeadRawChisel:8636, oredict.toolHeadRawChiselStainlessSteel.name
gregtech:gt.meta.toolHeadRawChisel:8637, oredict.toolHeadRawChiselHSLASteel.name
gregtech:gt.meta.toolHeadRawChisel:8638, oredict.toolHeadRawChiselTungstenCarbide.name
gregtech:gt.meta.toolHeadRawChisel:8639, oredict.toolHeadRawChiselHSLASpringSteel.name
gregtech:gt.meta.toolHeadRawChisel:8640, oredict.toolHeadRawChiselAnnealedCopper.name
gregtech:gt.meta.toolHeadRawChisel:8641, oredict.toolHeadRawChiselDeepIron.name
gregtech:gt.meta.toolHeadRawChisel:8642, oredict.toolHeadRawChiselPigIron.name
gregtech:gt.meta.toolHeadRawChisel:8643, oredict.toolHeadRawChiselWroughtIron.name
gregtech:gt.meta.toolHeadRawChisel:8644, oredict.toolHeadRawChiselIronCompressed.name
gregtech:gt.meta.toolHeadRawChisel:8645, oredict.toolHeadRawChiselIronMagnetic.name
gregtech:gt.meta.toolHeadRawChisel:8646, oredict.toolHeadRawChiselSteelMagnetic.name
gregtech:gt.meta.toolHeadRawChisel:8647, oredict.toolHeadRawChiselNeodymiumMagnetic.name
gregtech:gt.meta.toolHeadRawChisel:8648, oredict.toolHeadRawChiselDarkIron.name
gregtech:gt.meta.toolHeadRawChisel:8649, oredict.toolHeadRawChiselMeteoricIron.name
gregtech:gt.meta.toolHeadRawChisel:8650, oredict.toolHeadRawChiselMeteoricSteel.name
gregtech:gt.meta.toolHeadRawChisel:8651, oredict.toolHeadRawChiselSteelGalvanized.name
gregtech:gt.meta.toolHeadRawChisel:8661, oredict.toolHeadRawChiselInvar.name
gregtech:gt.meta.toolHeadRawChisel:8662, oredict.toolHeadRawChiselCupronickel.name
gregtech:gt.meta.toolHeadRawChisel:8663, oredict.toolHeadRawChiselNichrome.name
gregtech:gt.meta.toolHeadRawChisel:8664, oredict.toolHeadRawChiselKanthal.name
gregtech:gt.meta.toolHeadRawChisel:8665, oredict.toolHeadRawChiselMagnalium.name
gregtech:gt.meta.toolHeadRawChisel:8666, oredict.toolHeadRawChiselUltimet.name
gregtech:gt.meta.toolHeadRawChisel:8667, oredict.toolHeadRawChiselTinAlloy.name
gregtech:gt.meta.toolHeadRawChisel:8670, oredict.toolHeadRawChiselShadowIron.name
gregtech:gt.meta.toolHeadRawChisel:8671, oredict.toolHeadRawChiselShadowSteel.name
gregtech:gt.meta.toolHeadRawChisel:8674, oredict.toolHeadRawChiselKnightmetal.name
gregtech:gt.meta.toolHeadRawChisel:8675, oredict.toolHeadRawChiselFierySteel.name
gregtech:gt.meta.toolHeadRawChisel:8676, oredict.toolHeadRawChiselAstralSilver.name
gregtech:gt.meta.toolHeadRawChisel:8677, oredict.toolHeadRawChiselMidasium.name
gregtech:gt.meta.toolHeadRawChisel:8678, oredict.toolHeadRawChiselMithril.name
gregtech:gt.meta.toolHeadRawChisel:8679, oredict.toolHeadRawChiselThaumium.name
gregtech:gt.meta.toolHeadRawChisel:8680, oredict.toolHeadRawChiselDarkThaumium.name
gregtech:gt.meta.toolHeadRawChisel:8681, oredict.toolHeadRawChiselVoidMetal.name
gregtech:gt.meta.toolHeadRawChisel:8682, oredict.toolHeadRawChiselOsmiridium.name
gregtech:gt.meta.toolHeadRawChisel:8684, oredict.toolHeadRawChiselTrinaquadalloy.name
gregtech:gt.meta.toolHeadRawChisel:8685, oredict.toolHeadRawChiselChromiumDioxide.name
gregtech:gt.meta.toolHeadRawChisel:8700, oredict.toolHeadRawChiselAluminiumBrass.name
gregtech:gt.meta.toolHeadRawChisel:8701, oredict.toolHeadRawChiselAredrite.name
gregtech:gt.meta.toolHeadRawChisel:8702, oredict.toolHeadRawChiselAlumite.name
gregtech:gt.meta.toolHeadRawChisel:8703, oredict.toolHeadRawChiselManyullyn.name
gregtech:gt.meta.toolHeadRawChisel:8704, oredict.toolHeadRawChiselVibraniumSteel.name
gregtech:gt.meta.toolHeadRawChisel:8705, oredict.toolHeadRawChiselVibraniumSilver.name
gregtech:gt.meta.toolHeadRawChisel:8706, oredict.toolHeadRawChiselVibramantium.name
gregtech:gt.meta.toolHeadRawChisel:8707, oredict.toolHeadRawChiselArdite.name
gregtech:gt.meta.toolHeadRawChisel:8710, oredict.toolHeadRawChiselEnderium.name
gregtech:gt.meta.toolHeadRawChisel:8711, oredict.toolHeadRawChiselElectrumFlux.name
gregtech:gt.meta.toolHeadRawChisel:8718, oredict.toolHeadRawChiselBedrockHSLAAlloy.name
gregtech:gt.meta.toolHeadRawChisel:8725, oredict.toolHeadRawChiselPulsatingIron.name
gregtech:gt.meta.toolHeadRawChisel:8726, oredict.toolHeadRawChiselVibrantAlloy.name
gregtech:gt.meta.toolHeadRawChisel:8727, oredict.toolHeadRawChiselConductiveIron.name
gregtech:gt.meta.toolHeadRawChisel:8728, oredict.toolHeadRawChiselEnergeticAlloy.name
gregtech:gt.meta.toolHeadRawChisel:8730, oredict.toolHeadRawChiselElectricalSteel.name
gregtech:gt.meta.toolHeadRawChisel:8731, oredict.toolHeadRawChiselDarkSteel.name
gregtech:gt.meta.toolHeadRawChisel:8732, oredict.toolHeadRawChiselSoularium.name
gregtech:gt.meta.toolHeadRawChisel:8750, oredict.toolHeadRawChiselDesh.name
gregtech:gt.meta.toolHeadRawChisel:8751, oredict.toolHeadRawChiselDuranium.name
gregtech:gt.meta.toolHeadRawChisel:8752, oredict.toolHeadRawChiselTritanium.name
gregtech:gt.meta.toolHeadRawChisel:8765, oredict.toolHeadRawChiselCeruclase.name
gregtech:gt.meta.toolHeadRawChisel:8766, oredict.toolHeadRawChiselAtlarus.name
gregtech:gt.meta.toolHeadRawChisel:8767, oredict.toolHeadRawChiselOureclase.name
gregtech:gt.meta.toolHeadRawChisel:8768, oredict.toolHeadRawChiselKalendrite.name
gregtech:gt.meta.toolHeadRawChisel:8769, oredict.toolHeadRawChiselOrichalcum.name
gregtech:gt.meta.toolHeadRawChisel:8770, oredict.toolHeadRawChiselCarmot.name
gregtech:gt.meta.toolHeadRawChisel:8771, oredict.toolHeadRawChiselSanguinite.name
gregtech:gt.meta.toolHeadRawChisel:8772, oredict.toolHeadRawChiselVyroxeres.name
gregtech:gt.meta.toolHeadRawChisel:8773, oredict.toolHeadRawChiselEximite.name
gregtech:gt.meta.toolHeadRawChisel:8774, oredict.toolHeadRawChiselPrometheum.name
gregtech:gt.meta.toolHeadRawChisel:8775, oredict.toolHeadRawChiselIgnatius.name
gregtech:gt.meta.toolHeadRawChisel:8776, oredict.toolHeadRawChiselVulcanite.name
gregtech:gt.meta.toolHeadRawChisel:8777, oredict.toolHeadRawChiselInolashite.name
gregtech:gt.meta.toolHeadRawChisel:8778, oredict.toolHeadRawChiselHaderoth.name
gregtech:gt.meta.toolHeadRawChisel:8779, oredict.toolHeadRawChiselCelenegil.name
gregtech:gt.meta.toolHeadRawChisel:8781, oredict.toolHeadRawChiselDesichalkos.name
gregtech:gt.meta.toolHeadRawChisel:8782, oredict.toolHeadRawChiselTartarite.name
gregtech:gt.meta.toolHeadRawChisel:8783, oredict.toolHeadRawChiselAmordrine.name
gregtech:gt.meta.toolHeadRawChisel:8790, oredict.toolHeadRawChiselTrinitanium.name
gregtech:gt.meta.toolHeadRawChisel:9101, oredict.toolHeadRawChiselAlmandine.name
gregtech:gt.meta.toolHeadRawChisel:9102, oredict.toolHeadRawChiselAndradite.name
gregtech:gt.meta.toolHeadRawChisel:9119, oredict.toolHeadRawChiselGrossular.name
gregtech:gt.meta.toolHeadRawChisel:9127, oredict.toolHeadRawChiselPyrope.name
gregtech:gt.meta.toolHeadRawChisel:9129, oredict.toolHeadRawChiselSpessartine.name
gregtech:gt.meta.toolHeadRawChisel:9135, oredict.toolHeadRawChiselUvarovite.name
gregtech:gt.meta.toolHeadRawChisel:9170, oredict.toolHeadRawChiselGneiss.name
gregtech:gt.meta.toolHeadRawChisel:9171, oredict.toolHeadRawChiselGreenschist.name
gregtech:gt.meta.toolHeadRawChisel:9173, oredict.toolHeadRawChiselGreywacke.name
gregtech:gt.meta.toolHeadRawChisel:9177, oredict.toolHeadRawChiselKomatiite.name
gregtech:gt.meta.toolHeadRawChisel:9178, oredict.toolHeadRawChiselSiltstone.name
gregtech:gt.meta.toolHeadRawChisel:9179, oredict.toolHeadRawChiselRhyolite.name
gregtech:gt.meta.toolHeadRawChisel:9180, oredict.toolHeadRawChiselQuartzite.name
gregtech:gt.meta.toolHeadRawChisel:9181, oredict.toolHeadRawChiselMigmatite.name
gregtech:gt.meta.toolHeadRawChisel:9184, oredict.toolHeadRawChiselBlueschist.name
gregtech:gt.meta.toolHeadRawChisel:9186, oredict.toolHeadRawChiselChert.name
gregtech:gt.meta.toolHeadRawChisel:9187, oredict.toolHeadRawChiselDacite.name
gregtech:gt.meta.toolHeadRawChisel:9188, oredict.toolHeadRawChiselAndesite.name
gregtech:gt.meta.toolHeadRawChisel:9190, oredict.toolHeadRawChiselShale.name
gregtech:gt.meta.toolHeadRawChisel:9191, oredict.toolHeadRawChiselEclogite.name
gregtech:gt.meta.toolHeadChisel:40, oredict.toolHeadChiselBeryllium.name
gregtech:gt.meta.toolHeadChisel:130, oredict.toolHeadChiselAluminium.name
gregtech:gt.meta.toolHeadChisel:220, oredict.toolHeadChiselTitanium.name
gregtech:gt.meta.toolHeadChisel:240, oredict.toolHeadChiselChromium.name
gregtech:gt.meta.toolHeadChisel:250, oredict.toolHeadChiselManganese.name
gregtech:gt.meta.toolHeadChisel:260, oredict.toolHeadChiselIron.name
gregtech:gt.meta.toolHeadChisel:270, oredict.toolHeadChiselCobalt.name
gregtech:gt.meta.toolHeadChisel:278, oredict.toolHeadChiselCobalt60.name
gregtech:gt.meta.toolHeadChisel:280, oredict.toolHeadChiselNickel.name
gregtech:gt.meta.toolHeadChisel:290, oredict.toolHeadChiselCopper.name
gregtech:gt.meta.toolHeadChisel:420, oredict.toolHeadChiselMolybdenum.name
gregtech:gt.meta.toolHeadChisel:460, oredict.toolHeadChiselPalladium.name
gregtech:gt.meta.toolHeadChisel:470, oredict.toolHeadChiselSilver.name
gregtech:gt.meta.toolHeadChisel:600, oredict.toolHeadChiselNeodymium.name
gregtech:gt.meta.toolHeadChisel:740, oredict.toolHeadChiselTungsten.name
gregtech:gt.meta.toolHeadChisel:760, oredict.toolHeadChiselOsmium.name
gregtech:gt.meta.toolHeadChisel:770, oredict.toolHeadChiselIridium.name
gregtech:gt.meta.toolHeadChisel:780, oredict.toolHeadChiselPlatinum.name
gregtech:gt.meta.toolHeadChisel:790, oredict.toolHeadChiselGold.name
gregtech:gt.meta.toolHeadChisel:820, oredict.toolHeadChiselLead.name
gregtech:gt.meta.toolHeadChisel:830, oredict.toolHeadChiselBismuth.name
gregtech:gt.meta.toolHeadChisel:900, oredict.toolHeadChiselThorium.name
gregtech:gt.meta.toolHeadChisel:920, oredict.toolHeadChiselUranium.name
gregtech:gt.meta.toolHeadChisel:921, oredict.toolHeadChiselUranium235.name
gregtech:gt.meta.toolHeadChisel:940, oredict.toolHeadChiselPlutonium.name
gregtech:gt.meta.toolHeadChisel:943, oredict.toolHeadChiselPlutonium241.name
gregtech:gt.meta.toolHeadChisel:945, oredict.toolHeadChiselPlutonium243.name
gregtech:gt.meta.toolHeadChisel:950, oredict.toolHeadChiselAmericium.name
gregtech:gt.meta.toolHeadChisel:951, oredict.toolHeadChiselAmericium241.name
gregtech:gt.meta.toolHeadChisel:1260, oredict.toolHeadChiselTrinium.name
gregtech:gt.meta.toolHeadChisel:1520, oredict.toolHeadChiselVibranium.name
gregtech:gt.meta.toolHeadChisel:1740, oredict.toolHeadChiselNaquadah.name
gregtech:gt.meta.toolHeadChisel:1741, oredict.toolHeadChiselNaquadahEnriched.name
gregtech:gt.meta.toolHeadChisel:1742, oredict.toolHeadChiselNaquadria.name
gregtech:gt.meta.toolHeadChisel:2220, oredict.toolHeadChiselAdamantium.name
gregtech:gt.meta.toolHeadChisel:8300, oredict.toolHeadChiselDiamond.name
gregtech:gt.meta.toolHeadChisel:8301, oredict.toolHeadChiselEmerald.name
gregtech:gt.meta.toolHeadChisel:8302, oredict.toolHeadChiselRuby.name
gregtech:gt.meta.toolHeadChisel:8303, oredict.toolHeadChiselBalasRuby.name
gregtech:gt.meta.toolHeadChisel:8304, oredict.toolHeadChiselSapphire.name
gregtech:gt.meta.toolHeadChisel:8305, oredict.toolHeadChiselGreenSapphire.name
gregtech:gt.meta.toolHeadChisel:8306, oredict.toolHeadChiselTopaz.name
gregtech:gt.meta.toolHeadChisel:8307, oredict.toolHeadChiselBlueTopaz.name
gregtech:gt.meta.toolHeadChisel:8308, oredict.toolHeadChiselTanzanite.name
gregtech:gt.meta.toolHeadChisel:8309, oredict.toolHeadChiselJasper.name
gregtech:gt.meta.toolHeadChisel:8310, oredict.toolHeadChiselAmber.name
gregtech:gt.meta.toolHeadChisel:8311, oredict.toolHeadChiselOlivine.name
gregtech:gt.meta.toolHeadChisel:8312, oredict.toolHeadChiselOpal.name
gregtech:gt.meta.toolHeadChisel:8313, oredict.toolHeadChiselAmethyst.name
gregtech:gt.meta.toolHeadChisel:8314, oredict.toolHeadChiselOrangeSapphire.name
gregtech:gt.meta.toolHeadChisel:8315, oredict.toolHeadChiselYellowSapphire.name
gregtech:gt.meta.toolHeadChisel:8316, oredict.toolHeadChiselVinteum.name
gregtech:gt.meta.toolHeadChisel:8320, oredict.toolHeadChiselNetherStar.name
gregtech:gt.meta.toolHeadChisel:8322, oredict.toolHeadChiselCraponite.name
gregtech:gt.meta.toolHeadChisel:8323, oredict.toolHeadChiselAquamarine.name
gregtech:gt.meta.toolHeadChisel:8324, oredict.toolHeadChiselMorganite.name
gregtech:gt.meta.toolHeadChisel:8325, oredict.toolHeadChiselDioptase.name
gregtech:gt.meta.toolHeadChisel:8326, oredict.toolHeadChiselSpinel.name
gregtech:gt.meta.toolHeadChisel:8328, oredict.toolHeadChiselBlueSapphire.name
gregtech:gt.meta.toolHeadChisel:8342, oredict.toolHeadChiselFirestone.name
gregtech:gt.meta.toolHeadChisel:8343, oredict.toolHeadChiselForce.name
gregtech:gt.meta.toolHeadChisel:8346, oredict.toolHeadChiselNetherQuartz.name
gregtech:gt.meta.toolHeadChisel:8347, oredict.toolHeadChiselCertusQuartz.name
gregtech:gt.meta.toolHeadChisel:8348, oredict.toolHeadChiselChargedCertusQuartz.name
gregtech:gt.meta.toolHeadChisel:8352, oredict.toolHeadChiselInfusedAir.name
gregtech:gt.meta.toolHeadChisel:8353, oredict.toolHeadChiselInfusedFire.name
gregtech:gt.meta.toolHeadChisel:8354, oredict.toolHeadChiselInfusedEarth.name
gregtech:gt.meta.toolHeadChisel:8355, oredict.toolHeadChiselInfusedWater.name
gregtech:gt.meta.toolHeadChisel:8356, oredict.toolHeadChiselInfusedEntropy.name
gregtech:gt.meta.toolHeadChisel:8357, oredict.toolHeadChiselInfusedOrder.name
gregtech:gt.meta.toolHeadChisel:8600, oredict.toolHeadChiselElectrum.name
gregtech:gt.meta.toolHeadChisel:8601, oredict.toolHeadChiselSterlingSilver.name
gregtech:gt.meta.toolHeadChisel:8602, oredict.toolHeadChiselRoseGold.name
gregtech:gt.meta.toolHeadChisel:8603, oredict.toolHeadChiselAngmallen.name
gregtech:gt.meta.toolHeadChisel:8606, oredict.toolHeadChiselGildedIron.name
gregtech:gt.meta.toolHeadChisel:8610, oredict.toolHeadChiselBronze.name
gregtech:gt.meta.toolHeadChisel:8611, oredict.toolHeadChiselBlackBronze.name
gregtech:gt.meta.toolHeadChisel:8612, oredict.toolHeadChiselBismuthBronze.name
gregtech:gt.meta.toolHeadChisel:8613, oredict.toolHeadChiselHepatizon.name
gregtech:gt.meta.toolHeadChisel:8620, oredict.toolHeadChiselBrass.name
gregtech:gt.meta.toolHeadChisel:8621, oredict.toolHeadChiselCobaltBrass.name
gregtech:gt.meta.toolHeadChisel:8622, oredict.toolHeadChiselAluminiumAlloy.name
gregtech:gt.meta.toolHeadChisel:8630, oredict.toolHeadChiselSteel.name
gregtech:gt.meta.toolHeadChisel:8631, oredict.toolHeadChiselBlackSteel.name
gregtech:gt.meta.toolHeadChisel:8632, oredict.toolHeadChiselRedSteel.name
gregtech:gt.meta.toolHeadChisel:8633, oredict.toolHeadChiselBlueSteel.name
gregtech:gt.meta.toolHeadChisel:8634, oredict.toolHeadChiselDamascusSteel.name
gregtech:gt.meta.toolHeadChisel:8635, oredict.toolHeadChiselTungstensteel.name
gregtech:gt.meta.toolHeadChisel:8636, oredict.toolHeadChiselStainlessSteel.name
gregtech:gt.meta.toolHeadChisel:8637, oredict.toolHeadChiselHSLASteel.name
gregtech:gt.meta.toolHeadChisel:8638, oredict.toolHeadChiselTungstenCarbide.name
gregtech:gt.meta.toolHeadChisel:8639, oredict.toolHeadChiselHSLASpringSteel.name
gregtech:gt.meta.toolHeadChisel:8640, oredict.toolHeadChiselAnnealedCopper.name
gregtech:gt.meta.toolHeadChisel:8641, oredict.toolHeadChiselDeepIron.name
gregtech:gt.meta.toolHeadChisel:8642, oredict.toolHeadChiselPigIron.name
gregtech:gt.meta.toolHeadChisel:8643, oredict.toolHeadChiselWroughtIron.name
gregtech:gt.meta.toolHeadChisel:8644, oredict.toolHeadChiselIronCompressed.name
gregtech:gt.meta.toolHeadChisel:8645, oredict.toolHeadChiselIronMagnetic.name
gregtech:gt.meta.toolHeadChisel:8646, oredict.toolHeadChiselSteelMagnetic.name
gregtech:gt.meta.toolHeadChisel:8647, oredict.toolHeadChiselNeodymiumMagnetic.name
